UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL113005,123,354,252,298,519,501,280,521,83,2929,0,3,3,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,11,6,9,13,9,0,3,0,52,0,0,4,3,11,13,4,0,0,38,0,11,4,6,11,9,0,4,0,48,0,4,3,3,3,3,4,0,0,17,28,142,97,104,82,22,25,15,6,519,17,110,73,64,42,25,11,30,5,386,3,4,4,10,5,4,4,0,0,33,0,8,3,5,3,3,0,0,0,19,6,4,8,5,13,14,4,3,0,60,0,10,8,13,26,11,3,6,0,81,7,25,15,28,23,16,0,6,0,119,9,35,20,14,20,16,0,5,0,122,17,6,18,20,56,21,4,3,3,147,15,42,52,73,53,60,31,44,4,366,46,73,145,227,129,106,28,48,3,805,8,9,0,3,11,10,0,0,0,44,3,34,19,21,15,16,7,4,0,120
UCL113006,92,244,192,288,678,510,298,527,56,2882,5,10,8,10,4,9,3,7,0,47,0,0,0,0,0,0,0,0,0,0,0,22,7,7,13,6,5,7,0,68,0,0,0,0,6,4,0,0,0,16,0,7,7,6,13,14,3,3,3,63,0,7,3,3,5,0,0,0,0,21,22,118,78,83,77,25,17,21,4,443,7,129,48,41,26,17,17,33,3,322,0,4,4,9,11,6,4,0,0,47,3,3,0,4,10,4,0,0,0,33,3,3,5,3,21,12,10,0,0,51,0,8,3,8,18,5,10,3,0,50,0,8,7,11,35,9,3,6,0,88,3,28,14,8,20,15,0,3,0,95,6,9,28,20,92,27,15,9,0,213,11,33,52,70,56,45,27,31,0,322,38,74,125,192,129,90,34,45,5,746,0,10,3,6,4,4,3,0,0,40,4,25,10,21,22,12,3,6,0,109
UCL113007,100,253,204,254,1120,1034,585,832,91,4475,10,15,21,28,36,19,16,14,3,161,0,0,0,0,0,0,0,0,0,0,12,34,53,57,182,101,35,18,3,501,0,0,3,4,9,0,3,4,0,27,0,13,8,9,11,8,0,3,0,55,0,13,7,3,12,11,4,5,0,50,24,157,101,115,121,43,36,29,11,632,15,96,37,44,35,22,24,20,6,297,3,4,13,7,7,11,0,4,3,54,0,4,0,7,4,5,3,3,0,28,9,7,5,13,31,14,9,7,0,93,0,4,12,6,7,8,0,3,0,41,3,27,23,29,47,31,11,11,0,179,3,32,32,25,25,16,4,8,3,147,8,17,18,27,69,13,11,13,0,179,16,41,68,72,71,64,43,57,5,434,31,48,126,151,152,137,41,47,8,745,0,8,6,0,5,3,4,0,0,30,0,23,22,30,21,17,11,9,0,138
UCL113008,50,145,119,161,375,212,144,216,53,1469,0,4,0,3,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,5,8,4,4,3,4,0,32,0,0,0,3,4,0,0,0,0,8,0,3,0,8,5,3,9,0,0,31,0,0,3,0,0,0,0,0,0,7,5,41,39,59,35,3,9,10,4,208,9,64,23,31,9,4,0,11,4,153,3,3,5,0,4,0,0,4,0,29,0,0,0,0,0,0,0,0,0,5,0,0,9,3,12,0,0,0,0,24,0,0,0,0,3,0,0,3,0,10,0,8,12,8,9,5,0,3,0,45,3,18,15,10,14,10,0,3,0,72,5,6,11,13,32,4,4,0,0,73,11,15,29,44,19,23,13,22,3,167,26,44,82,107,99,49,16,18,6,448,0,5,0,0,0,0,0,0,0,5,3,6,10,11,8,4,0,7,0,52
UCL113009,110,303,172,184,543,675,419,633,46,3090,0,0,0,5,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,7,3,14,10,7,5,13,5,3,0,72,0,0,4,0,3,3,0,0,0,10,4,19,22,6,5,17,5,4,0,81,0,8,7,4,0,5,0,3,0,22,13,78,65,58,35,36,15,12,0,309,7,120,48,59,24,20,11,15,0,299,0,7,8,7,3,4,7,4,0,51,0,0,0,0,3,3,0,0,0,9,6,4,11,19,20,16,10,7,0,91,3,6,11,10,13,10,3,3,0,59,4,21,21,21,21,10,6,10,0,127,0,19,4,7,9,10,0,5,0,63,24,18,39,34,67,30,22,6,3,233,21,72,78,91,92,81,32,72,6,542,47,54,172,122,113,76,38,34,6,657,0,16,10,3,6,5,3,0,0,43,0,20,20,7,22,7,8,3,0,94
UCL113010,106,248,186,230,765,785,456,578,66,3416,0,5,4,13,7,4,0,0,0,37,3,0,0,3,9,9,8,12,0,51,3,15,19,33,34,29,6,10,0,147,0,0,3,0,3,4,0,0,0,11,0,15,13,10,16,15,6,0,3,76,0,3,5,0,7,6,0,0,0,24,31,104,114,100,77,38,17,14,5,493,12,139,56,60,51,21,10,11,3,363,0,3,6,11,11,13,6,3,0,51,0,5,3,0,3,0,0,4,0,14,4,5,11,17,30,22,0,3,0,86,0,3,9,0,13,3,4,6,0,35,5,15,16,14,29,15,10,4,0,110,0,24,40,21,31,19,3,15,4,151,13,7,25,11,53,17,14,9,3,147,10,38,49,53,49,29,12,26,0,269,37,75,137,145,129,104,26,28,4,690,0,12,3,10,3,0,0,0,0,35,7,36,24,26,31,11,3,3,4,157
UCL113011,66,133,120,164,494,490,264,353,43,2134,0,0,3,0,0,5,0,0,0,3,3,0,0,0,0,3,0,5,0,16,4,6,13,5,11,12,3,3,0,49,0,0,0,3,8,3,0,0,0,12,0,14,6,5,7,6,0,0,0,38,4,4,3,5,12,15,5,0,0,41,19,83,48,44,54,17,12,14,3,294,10,87,31,45,25,21,7,15,5,244,0,12,3,0,4,11,3,3,0,40,0,3,0,3,6,4,0,0,0,16,3,3,13,7,25,8,0,0,0,60,3,0,3,3,9,4,0,0,0,28,3,10,6,14,8,13,3,3,0,63,7,26,18,16,16,15,0,0,0,97,24,20,14,31,64,21,10,8,0,194,4,35,33,30,45,26,11,24,3,203,21,53,101,101,69,48,8,25,3,424,0,6,5,3,4,0,0,3,0,21,0,22,20,15,9,13,4,8,0,82
UCL113012,112,280,254,259,771,825,395,689,87,3679,0,7,4,3,3,3,0,3,0,21,0,0,0,0,3,3,6,0,0,12,0,19,24,25,37,29,16,3,3,154,0,3,0,5,7,3,0,0,0,18,0,27,19,14,9,19,3,3,0,93,0,5,3,8,14,3,0,0,0,42,17,97,67,69,58,42,16,16,3,386,15,60,38,30,18,15,10,10,7,196,4,8,7,10,12,8,3,10,0,65,0,0,0,3,7,10,0,0,0,30,5,5,16,14,37,21,4,3,0,109,3,4,7,6,17,16,0,7,0,57,4,33,26,26,31,24,6,8,0,147,6,36,28,19,28,13,5,4,0,136,12,3,24,27,50,30,22,8,0,169,27,80,71,77,82,60,34,62,4,489,50,118,193,213,208,140,27,44,4,1004,0,13,4,4,4,3,0,0,0,36,5,34,30,32,26,31,15,6,0,168
UCL113013,73,141,93,169,405,436,369,755,44,2495,0,6,3,4,6,4,0,5,0,25,5,0,3,9,6,12,11,17,0,72,3,22,14,12,9,5,3,7,0,75,0,0,3,3,0,0,0,0,0,5,0,9,18,3,4,6,6,0,3,43,3,3,3,12,7,6,4,0,0,36,20,73,74,62,64,34,17,21,0,358,13,74,41,50,30,27,16,19,3,272,0,3,4,3,7,6,0,8,0,27,0,3,6,0,10,3,6,4,0,24,0,0,12,11,10,4,3,3,0,46,3,0,3,6,14,11,0,0,0,31,0,12,15,26,28,8,4,12,0,106,3,26,19,5,6,18,0,8,0,92,11,4,13,12,32,10,4,3,0,97,13,31,44,43,43,30,27,44,0,273,27,43,77,101,71,45,16,19,10,404,0,8,7,0,3,0,0,3,0,30,0,19,16,14,21,15,4,17,0,109
UCL113014,74,125,112,139,438,358,472,605,51,2362,0,4,3,0,7,0,6,3,0,28,17,3,8,10,22,17,24,38,3,145,0,9,7,8,16,7,0,0,0,51,3,0,0,3,24,4,0,0,0,33,0,3,0,3,4,3,0,4,0,19,0,3,3,0,8,6,3,4,0,28,19,74,54,41,45,21,20,10,3,290,9,65,37,39,24,13,11,11,0,201,0,3,3,3,6,9,3,4,0,33,0,3,3,5,7,0,0,0,0,20,3,3,13,10,5,6,3,3,0,45,0,0,0,4,15,6,3,3,0,29,0,17,8,3,19,8,9,4,0,75,4,21,12,17,17,5,4,10,0,93,10,8,8,7,38,17,9,3,0,112,7,23,39,47,29,22,14,39,0,221,10,31,63,70,56,49,20,23,6,340,0,3,3,3,0,0,0,0,0,16,3,18,14,14,12,11,7,3,0,74
UCL113015,114,259,201,236,499,587,316,458,56,2721,0,3,0,3,0,3,0,0,0,12,0,0,0,0,0,3,0,0,0,7,6,10,4,7,8,7,0,0,3,43,0,0,0,0,3,0,0,0,0,4,3,21,10,7,4,6,4,0,0,52,0,3,3,3,3,6,5,0,0,16,12,114,81,65,58,23,20,18,0,399,17,129,53,78,49,26,21,32,3,415,5,5,9,15,10,9,4,0,0,65,3,0,3,3,6,3,0,0,0,22,0,7,10,12,24,14,0,7,0,73,3,11,4,10,15,8,8,10,0,74,3,29,24,27,17,20,3,11,0,136,3,43,19,14,16,19,3,3,3,117,13,9,27,14,39,34,18,12,0,161,19,38,50,43,40,37,20,33,5,281,18,70,129,136,95,65,29,23,5,566,9,8,3,12,8,5,0,3,0,50,5,22,20,11,14,11,4,7,0,89
UCL113016,62,214,151,210,633,594,343,443,55,2700,0,3,0,6,3,4,0,3,0,14,0,0,0,0,3,3,0,3,0,7,3,13,8,12,21,15,0,7,0,72,0,0,0,0,4,0,0,0,0,7,3,4,3,9,5,11,3,3,0,49,0,3,8,7,8,3,0,9,0,36,17,94,56,95,53,23,13,13,3,371,8,92,51,34,29,15,15,9,6,253,8,4,8,13,11,13,0,4,0,67,3,0,0,0,5,0,0,0,0,13,8,4,17,11,29,6,3,4,0,82,0,6,3,8,16,9,0,3,0,37,0,12,6,13,23,13,11,6,0,80,6,28,14,29,22,7,4,3,3,131,10,12,7,15,66,38,12,4,0,169,12,41,37,43,34,26,12,19,3,239,30,36,111,138,99,77,22,21,9,550,0,12,7,3,0,0,3,3,0,26,6,21,8,13,10,13,10,5,0,82
UCL113017,105,187,135,183,565,530,595,1003,71,3379,0,0,5,7,0,0,4,3,0,18,11,10,18,23,27,44,51,55,0,245,0,13,8,18,13,15,3,5,0,81,0,0,5,0,15,4,3,3,0,29,0,6,13,13,6,9,0,4,0,58,3,3,4,0,5,5,3,3,0,35,13,79,63,64,52,22,17,12,3,320,11,138,54,64,39,18,14,22,3,365,0,5,7,5,6,4,0,8,0,46,0,0,0,0,5,3,0,0,0,11,0,0,12,10,12,7,3,3,0,42,3,10,6,5,15,11,3,5,0,57,3,19,15,18,12,15,3,8,0,97,9,33,30,23,15,20,10,25,0,168,7,16,8,11,51,9,9,3,0,111,13,51,55,44,32,40,17,45,4,296,17,53,105,125,66,53,25,19,0,460,0,13,3,4,4,0,0,0,0,31,0,26,17,12,12,15,5,4,0,94
UCL113018,44,153,120,173,353,327,186,245,42,1650,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,13,0,5,10,3,0,0,3,44,0,0,0,5,0,0,0,0,0,3,0,8,11,7,5,0,3,5,0,41,0,0,0,7,3,0,0,0,0,10,13,56,47,46,43,14,11,16,6,253,12,54,26,21,24,10,3,4,3,160,0,3,3,0,3,3,3,4,0,19,0,0,3,5,3,0,0,0,0,8,0,3,3,0,7,8,0,3,0,26,0,6,0,6,8,10,0,9,0,35,3,13,11,14,3,3,0,0,0,45,3,24,12,10,20,0,0,0,0,74,9,7,12,6,39,13,15,5,0,113,13,24,19,43,24,19,8,7,3,152,29,47,94,107,82,49,15,20,4,447,0,5,0,0,3,3,0,3,0,20,0,18,9,6,12,0,0,3,0,53
UCL113019,128,289,217,291,625,522,295,474,73,2911,0,8,4,4,4,7,0,3,0,33,0,0,0,0,0,0,0,0,0,0,7,13,12,11,14,4,7,8,0,86,0,0,0,0,0,3,0,0,0,13,0,5,3,3,7,9,0,0,0,26,0,10,4,3,3,0,4,3,0,29,32,117,89,97,100,24,24,19,7,502,8,98,39,40,46,14,9,20,3,281,0,7,3,6,7,4,0,4,0,41,5,0,3,3,8,0,0,0,0,25,4,7,7,12,13,3,0,3,0,58,3,5,3,5,21,6,6,0,0,48,0,15,16,19,28,14,4,3,0,108,7,30,12,12,6,17,0,0,0,91,9,3,8,11,16,15,4,5,0,73,14,50,39,73,52,42,14,21,0,294,33,84,144,241,198,131,43,46,8,934,0,8,4,9,3,0,0,0,0,23,0,19,20,16,17,13,11,4,3,105
UCL113020,83,260,196,257,406,453,200,383,55,2297,0,6,4,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,20,7,6,0,3,0,3,54,0,0,0,0,0,0,0,0,0,0,0,12,9,6,5,0,0,4,0,39,0,0,0,3,3,0,0,3,3,18,20,91,89,63,59,24,19,16,4,376,17,136,64,47,34,24,17,33,9,375,3,11,3,9,6,3,0,0,0,34,0,0,0,0,5,3,0,0,0,12,3,7,4,17,10,6,0,3,0,47,0,13,9,11,17,9,3,6,0,68,4,21,17,17,20,8,3,7,0,102,6,44,18,17,13,13,3,4,4,122,3,0,12,3,20,6,0,3,0,64,13,60,25,43,32,39,28,39,3,278,24,63,94,109,76,44,11,15,7,432,0,10,6,3,4,0,0,6,0,27,3,13,14,19,14,5,0,5,0,83
UCL114001,23,96,62,90,197,194,76,159,18,911,0,0,0,7,3,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,11,11,3,9,6,3,0,0,48,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,3,0,10,0,0,0,3,5,0,0,0,0,10,3,32,22,27,16,10,9,0,4,116,4,24,17,16,15,3,0,9,0,86,0,3,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,3,8,7,3,0,0,0,24,0,3,0,5,11,0,0,0,0,23,3,3,8,13,10,5,6,3,0,47,0,3,12,3,5,3,0,3,0,30,4,0,3,8,15,5,3,4,0,50,7,13,20,17,29,10,14,29,3,144,15,37,53,72,62,33,11,13,3,295,0,3,3,3,4,0,0,0,0,9,3,7,6,6,8,6,0,3,0,33
UCL114002,41,92,64,71,188,236,134,197,24,1047,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,7,4,4,3,3,0,6,0,23,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,3,3,0,24,0,0,3,3,3,0,0,0,0,9,4,53,34,34,24,9,7,3,4,175,3,43,30,17,16,10,3,13,4,133,0,3,4,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,6,3,0,9,9,6,3,0,0,0,26,0,0,3,3,7,8,3,0,0,28,0,8,9,14,3,9,6,0,3,46,3,13,6,3,6,6,0,3,0,41,3,4,3,11,13,8,3,5,0,53,5,18,12,32,21,10,5,16,0,122,12,29,52,53,43,25,8,12,3,231,0,3,0,0,3,3,0,0,0,13,0,10,10,11,12,7,3,0,0,54
UCL114003,60,246,239,295,297,383,152,339,48,2057,0,4,4,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,4,0,9,14,15,15,10,3,4,0,73,0,0,0,0,0,0,0,0,0,0,3,7,8,0,12,3,0,0,0,32,3,10,3,13,3,6,0,6,0,36,7,54,42,55,42,27,8,19,3,254,9,78,85,80,43,32,24,36,8,391,5,0,3,9,0,0,3,4,0,26,3,7,3,4,4,3,0,0,0,26,0,3,3,3,3,6,4,5,0,35,0,8,8,11,6,11,5,7,0,58,7,28,21,30,11,29,7,9,0,139,0,36,24,15,20,9,8,13,3,129,7,0,4,3,10,6,0,3,0,39,11,57,39,52,36,22,15,19,0,252,20,46,84,77,57,30,11,10,3,345,0,7,3,9,10,3,0,12,3,44,4,15,12,14,9,5,5,7,0,76
UCL114004,38,96,92,119,175,178,82,162,31,966,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,0,0,0,20,0,0,0,0,3,3,0,0,0,5,3,3,3,7,6,3,0,0,0,25,0,0,0,0,0,0,0,0,0,5,7,31,33,31,22,8,0,17,4,158,0,36,8,23,14,13,7,15,0,111,0,0,4,3,0,4,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,7,8,11,3,0,0,0,29,0,7,4,3,7,4,4,0,0,37,6,12,15,4,3,8,0,0,0,52,0,0,0,4,14,13,3,0,0,39,3,8,15,24,20,17,7,11,3,107,12,21,58,61,36,36,15,15,3,261,0,6,0,3,0,0,0,0,0,6,0,9,12,15,0,3,0,0,0,44
UCL114005,49,124,112,251,331,326,155,253,45,1644,3,3,3,5,8,3,0,0,0,35,0,0,0,0,0,0,0,0,0,4,5,8,21,33,46,28,8,3,4,152,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,4,3,0,0,16,3,3,0,7,5,7,0,0,0,17,5,46,44,38,40,11,5,13,7,194,0,61,37,16,14,6,7,8,0,146,0,9,10,4,4,3,0,0,0,38,0,0,0,0,4,0,0,0,0,10,0,0,10,4,19,0,0,0,0,30,0,4,4,3,10,3,0,0,0,23,3,8,8,9,24,7,4,6,0,64,4,14,12,12,11,7,3,0,0,60,3,0,8,6,15,8,3,3,0,52,9,30,32,34,42,11,14,11,0,190,21,30,65,105,69,43,12,18,6,369,0,5,5,0,3,3,0,0,0,15,3,5,5,11,14,3,7,0,0,49
UCL114006,48,112,97,117,281,277,130,280,29,1372,0,0,0,4,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,6,9,7,5,0,3,3,0,30,3,0,0,3,13,9,6,3,0,41,0,3,3,3,0,0,3,0,0,12,0,3,0,0,4,0,3,4,0,17,12,38,30,38,51,16,16,10,3,215,3,58,36,25,15,11,12,26,3,182,0,3,0,3,3,0,3,0,0,15,0,0,0,0,3,0,0,0,0,7,3,0,3,3,10,9,3,0,0,26,0,0,4,7,4,0,0,6,0,25,3,3,5,5,21,7,0,5,0,62,0,16,9,7,6,6,0,0,0,46,4,10,3,15,55,16,7,10,0,115,9,24,15,36,26,11,13,26,3,166,12,25,48,70,54,32,17,24,4,273,0,6,0,3,3,3,0,0,0,12,0,12,5,0,3,5,0,0,0,30
UCL114007,27,59,70,99,231,207,86,181,27,993,4,4,4,0,3,3,0,3,0,27,0,0,0,0,0,0,0,0,0,4,0,10,10,12,17,12,4,4,3,65,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,0,0,0,15,0,0,0,3,3,3,0,0,0,12,4,24,16,32,29,10,3,3,3,132,6,31,19,4,4,7,3,8,3,85,0,4,3,0,9,3,0,3,0,26,0,0,0,0,0,0,0,0,0,0,0,3,8,5,7,0,0,0,0,20,0,3,0,0,0,0,3,0,0,10,3,4,8,13,11,15,6,6,0,62,0,3,4,3,11,3,0,4,0,30,0,3,6,3,15,6,6,0,0,42,3,17,12,15,20,15,7,24,0,124,19,12,33,48,44,48,12,4,5,230,0,5,0,0,0,0,0,0,0,4,3,10,9,5,3,4,3,0,0,44
UCL114008,56,82,59,71,198,297,132,213,26,1138,0,4,7,7,10,12,10,6,0,60,0,0,0,0,0,0,0,0,0,0,12,15,16,7,11,30,12,0,3,103,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,10,28,31,31,13,8,5,10,0,133,16,52,21,25,3,8,3,11,3,137,0,3,3,5,5,3,0,3,0,21,0,0,0,3,3,0,0,0,0,8,0,0,0,8,3,0,4,0,0,16,0,0,0,0,3,0,0,0,0,11,0,5,3,5,6,5,4,4,0,34,3,3,10,0,6,3,0,3,0,31,3,3,0,3,3,3,0,0,0,26,4,10,7,27,13,10,7,20,0,86,15,17,53,58,30,27,8,10,3,230,0,3,3,0,0,3,0,0,0,12,3,3,10,11,0,7,3,0,0,36
UCL114009,46,103,95,120,357,312,153,304,35,1527,0,8,3,6,3,3,0,8,0,33,0,0,0,0,0,0,0,0,0,4,3,5,3,10,12,8,7,3,0,49,0,0,0,0,0,3,0,0,0,7,0,3,4,7,0,3,3,0,0,16,0,0,0,9,5,3,0,0,0,14,8,50,49,42,26,16,14,10,4,222,6,53,30,27,22,13,0,15,0,171,3,5,4,0,7,0,0,4,0,18,0,0,0,0,3,0,0,0,0,4,5,3,4,9,8,8,0,0,0,34,0,0,0,3,7,0,0,0,0,18,0,12,7,9,11,10,3,0,0,42,3,20,6,15,3,5,0,0,0,50,4,6,3,7,18,12,5,3,0,57,11,19,33,31,41,22,27,23,0,201,17,32,69,77,47,53,17,18,8,335,3,5,0,3,0,0,0,0,0,12,0,13,8,9,11,5,5,3,0,62
UCL114010,51,120,80,115,282,343,160,266,27,1437,3,4,0,3,10,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,3,7,6,27,7,6,0,3,0,64,0,0,0,4,5,3,3,0,0,12,0,3,4,3,4,3,0,3,0,21,0,0,6,0,8,0,0,0,0,12,15,48,23,25,38,18,6,3,0,183,3,46,25,12,22,8,4,17,3,139,0,3,3,4,3,5,0,0,0,32,0,3,0,0,3,0,0,0,0,11,3,3,7,11,10,3,0,0,0,38,0,0,0,0,4,0,0,0,0,12,3,3,3,13,21,10,0,5,0,66,0,15,4,7,8,4,0,0,0,49,0,4,8,13,32,7,0,3,0,73,13,22,29,27,27,20,23,22,4,168,13,41,52,83,74,43,15,22,0,345,0,0,0,0,3,0,0,0,0,3,0,9,3,13,11,0,8,0,0,48
UCL114011,41,93,69,103,282,295,182,293,47,1412,3,13,3,4,10,5,0,6,0,36,0,0,0,0,0,0,0,3,0,7,5,4,3,6,3,9,0,0,0,34,0,0,3,0,0,0,0,0,0,3,3,0,0,5,3,0,3,0,0,14,0,0,3,5,4,5,0,0,0,20,16,44,27,35,35,19,19,13,0,206,9,38,16,8,9,10,5,15,0,107,0,5,0,3,0,0,0,3,0,16,0,3,0,0,0,0,0,0,0,5,3,0,3,5,3,8,3,0,0,27,0,3,0,3,4,0,0,3,0,9,0,3,0,7,13,8,3,5,0,52,0,9,3,4,7,0,0,3,0,31,6,3,3,16,22,3,7,6,0,58,6,20,34,42,48,38,19,26,4,227,19,18,45,80,69,61,10,11,3,316,0,0,0,0,0,0,0,3,0,4,0,9,5,10,3,4,0,4,3,49
UCL114012,27,85,74,72,198,163,96,151,18,888,0,9,0,0,4,3,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,14,15,28,12,22,29,6,0,6,0,116,3,41,20,16,11,3,0,5,0,98,0,3,4,0,6,3,0,4,0,12,0,0,0,0,0,0,0,0,0,6,0,0,3,8,3,0,3,0,0,11,0,0,3,0,0,0,0,3,0,14,4,5,3,7,11,3,3,0,0,29,0,12,9,8,3,5,0,0,0,37,6,3,3,3,33,6,0,5,0,61,7,3,11,23,11,16,4,12,0,97,10,31,29,54,40,28,6,11,3,216,0,0,0,0,0,3,0,0,0,3,0,7,8,3,10,5,0,0,0,30
