UCL_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
UCL112015,0,0,0,0,0,6,11,8,0,27,0,0,5,23,3,10,0,0,0,47,15,70,23,339,57,17,13,3,0,542,0,0,0,10,9,3,0,0,0,19,3,23,10,25,3,4,0,0,3,72,0,0,4,18,5,0,0,0,0,36,0,22,0,18,3,3,7,5,3,69,0,0,0,3,0,4,15,8,4,42,0,0,0,6,0,0,0,0,0,17,0,3,11,37,3,0,0,0,0,56,0,0,4,0,0,0,0,0,0,7,13,16,0,39,10,9,6,0,0,91,0,0,0,0,0,0,5,0,0,11,0,0,0,4,0,3,0,0,0,6,3,15,16,86,12,0,0,0,0,138,0,5,4,38,0,3,0,0,0,47,0,0,0,4,4,17,36,9,13,86,3,24,26,84,77,69,35,9,5,328,0,0,0,0,3,3,7,3,0,17,7,16,3,31,0,0,3,0,0,62
UCL113001,0,0,0,0,0,4,0,0,0,11,0,0,0,3,4,4,0,0,0,6,0,7,4,49,0,0,0,3,0,64,0,0,0,6,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,5,4,6,27,0,0,0,7,3,7,9,13,12,44,0,0,0,12,4,0,3,0,0,19,0,0,0,4,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,4,3,0,0,17,0,0,0,0,0,0,12,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,4,8,16,11,9,53,0,8,14,71,56,55,36,19,9,272,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
UCL113002,0,0,3,0,0,0,10,3,3,23,0,0,0,0,0,8,0,0,0,6,0,0,0,13,0,4,3,0,0,25,0,3,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,10,3,26,0,0,0,0,3,8,19,18,0,45,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,10,0,4,0,13,0,0,0,3,0,3,6,0,0,17,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,29,14,4,58,0,6,9,26,26,35,39,13,11,163,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0
UCL113003,0,0,0,0,0,0,8,5,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,38,4,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,12,0,0,0,0,0,3,12,10,6,30,3,0,0,3,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,9,3,0,19,0,3,7,23,14,10,17,4,0,72,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL113004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,6,0,0,0,0,0,0,4,3,0,8,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,13,3,0,25,0,7,4,14,8,3,10,6,0,48,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3
UCL113005,0,0,0,0,0,0,4,3,0,4,0,0,0,0,0,3,0,0,0,7,0,0,3,16,0,0,3,4,3,40,0,0,0,3,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,3,0,6,8,7,12,0,36,0,0,0,7,0,3,16,18,7,48,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,3,9,0,5,0,3,0,21,0,0,0,0,0,8,18,8,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,3,4,12,35,18,8,79,0,0,0,30,24,54,47,23,14,197,0,0,0,0,0,3,6,0,0,15,0,0,0,3,0,0,0,0,0,3
UCL113006,0,0,0,0,0,0,0,3,0,10,0,0,0,3,10,4,0,0,0,18,0,3,0,28,4,0,0,0,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,4,3,0,0,11,0,0,0,0,0,0,3,0,0,5,0,3,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,17,4,7,35,0,7,4,31,16,26,21,8,6,115,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5
UCL113007,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,16,10,57,67,511,116,90,26,14,0,893,0,0,0,4,0,0,0,0,0,6,0,4,3,7,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,4,0,3,0,9,3,3,0,0,0,20,0,0,6,20,27,77,218,264,189,813,0,0,0,0,0,0,0,0,0,3,0,0,6,14,0,0,0,0,0,21,0,0,0,0,0,0,3,0,0,9,0,0,22,36,4,4,0,0,0,72,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,10,0,0,0,0,0,10,0,0,0,6,3,0,0,0,0,7,0,0,0,0,0,3,6,0,0,16,11,59,87,126,35,18,13,3,0,347,0,0,0,0,0,0,0,0,0,0,0,24,9,65,20,0,0,0,0,117
UCL113008,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,22,0,3,5,3,0,35,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,3,6,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,12,3,0,17,0,0,3,19,13,18,9,3,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL113009,0,0,0,0,0,3,6,6,3,19,3,3,0,3,0,3,0,3,0,15,0,0,0,8,3,0,7,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,19,9,3,8,3,0,47,0,0,0,0,6,19,16,7,5,56,0,0,3,0,0,3,0,0,0,8,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,4,0,0,0,9,0,0,0,0,4,3,9,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,19,9,0,44,0,16,17,64,37,37,25,10,3,204,0,0,0,0,4,3,11,4,0,34,0,0,0,0,0,0,0,0,0,0
UCL113010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,12,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,0,0,0,0,0,6,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,17,0,0,7,24,26,23,16,4,0,101,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3
UCL113011,0,0,0,0,0,3,3,3,0,6,0,0,0,0,3,3,0,0,0,6,0,0,0,29,0,0,0,4,0,45,0,3,0,3,7,0,4,0,0,16,0,0,3,0,3,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,3,4,0,5,4,0,15,0,0,0,0,4,11,5,4,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,4,3,6,0,0,0,0,7,0,0,3,3,7,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,3,29,0,5,0,22,17,28,21,11,0,99,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
UCL113012,0,0,0,0,0,3,3,0,3,6,0,0,0,3,3,7,0,0,0,11,0,3,3,27,4,3,8,4,7,54,0,0,0,8,0,0,4,0,0,10,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,8,4,6,4,9,3,39,0,0,0,0,0,4,14,11,4,36,0,0,3,0,7,0,0,0,0,10,0,0,0,15,3,0,3,0,0,23,0,0,0,0,0,0,0,3,0,10,0,0,0,3,3,4,3,3,0,18,0,0,0,0,0,4,14,3,0,18,0,0,0,3,0,3,3,0,0,13,0,0,7,14,3,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,26,20,14,81,0,14,46,122,82,75,90,59,37,520,0,0,0,0,4,0,8,0,0,17,0,0,0,8,0,0,0,0,0,11
UCL113013,0,0,0,0,0,3,0,3,6,12,0,0,0,0,0,0,0,0,0,3,0,0,0,25,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,15,0,0,0,0,3,4,0,0,3,12,0,0,0,4,0,0,0,0,0,6,0,3,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,0,24,0,4,4,41,29,14,13,10,3,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113014,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,4,0,0,0,5,5,8,0,37,8,3,5,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,15,0,0,0,0,0,0,3,3,0,5,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,3,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,14,0,13,7,52,28,31,9,0,0,136,0,0,0,0,3,0,0,3,0,6,0,0,0,3,0,0,0,0,0,3
UCL113015,0,0,0,0,4,3,12,8,0,28,0,3,0,10,4,6,0,0,0,24,0,0,0,20,4,0,4,5,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,4,0,5,13,8,8,5,3,45,0,0,0,0,3,10,20,10,3,44,0,6,0,5,0,0,0,0,0,10,3,7,3,9,4,0,0,0,0,32,0,0,0,0,3,0,0,3,0,7,0,4,0,10,9,11,0,0,0,32,0,0,0,0,0,9,9,4,0,26,0,0,0,3,5,7,0,0,5,14,0,0,0,0,0,0,0,0,0,0,0,8,3,11,0,0,0,0,0,21,0,3,0,0,0,3,31,12,0,46,4,5,5,51,33,33,57,21,3,210,0,0,0,0,3,3,9,0,4,18,0,0,0,3,0,0,0,0,0,5
UCL113016,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,10,0,0,3,20,4,0,0,3,0,31,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,0,3,5,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,13,8,3,0,40,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,12,7,3,30,0,7,11,41,30,35,19,3,0,147,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,13
UCL113017,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,0,0,0,16,0,3,3,21,0,5,0,0,0,24,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,7,0,0,15,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,3,0,26,0,22,29,75,81,37,22,13,3,280,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,11
UCL113018,0,0,0,3,0,3,9,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,3,5,6,3,19,0,0,0,0,4,3,11,16,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,21,5,0,37,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,10,14,4,37,0,3,3,32,22,13,24,12,0,108,0,0,0,0,0,0,5,6,0,9,0,0,0,0,0,0,0,0,0,3
UCL113019,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,0,0,0,4,0,11,4,63,4,3,0,3,0,96,0,0,0,4,0,0,0,0,3,10,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,3,9,0,16,0,0,0,0,0,6,8,4,3,22,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,3,0,0,10,0,0,0,0,0,0,7,3,0,6,0,0,0,0,0,4,0,0,0,7,0,0,5,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,5,28,12,7,56,3,4,0,29,23,44,24,16,5,142,0,0,0,0,0,5,3,6,0,17,0,0,0,7,0,0,0,0,0,5
UCL113020,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,17,0,0,0,0,0,30,0,0,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,0,20,0,0,0,3,5,7,32,23,0,77,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,0,0,0,15,0,0,0,0,0,9,14,8,0,31,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,3,0,0,4,6,18,3,3,46,0,5,3,31,20,30,34,7,3,150,0,0,0,0,4,4,9,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL114001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,13,0,0,0,0,4,0,8,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,6,7,23,0,0,4,17,11,21,16,7,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114002,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,0,0,0,0,0,5,0,0,10,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,23,0,4,0,18,12,16,11,3,0,68,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
UCL114003,0,0,0,0,0,3,3,0,0,11,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,6,0,4,0,17,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,6,0,3,0,29,0,0,4,44,10,4,3,0,0,61,0,3,9,36,8,5,0,0,0,59,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,17,4,8,3,0,0,35,0,10,18,87,51,39,20,6,5,235,0,0,3,4,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0
UCL114004,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,8,0,18,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,0,15,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15,14,7,39,0,3,0,12,6,20,33,18,3,100,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0
UCL114005,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,11,0,0,0,0,0,0,3,3,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,13,0,3,0,13,6,16,17,9,3,70,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL114006,0,0,0,0,3,0,7,7,0,9,0,0,3,3,0,3,0,0,0,11,0,0,0,5,3,0,3,0,0,15,0,3,0,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,3,14,22,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,6,0,4,0,18,0,0,0,3,3,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,13,6,3,40,0,3,9,27,22,23,13,3,0,93,0,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,6
UCL114007,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,3,0,0,0,19,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,13,0,0,0,16,5,7,3,4,0,39,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
