SED_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SED21401,4,0,0,0,0,3,0,3,0,56,0,71,0,0,0,0,0,3,0,4,0,16,0,32,0,3,0,3,0,0,0,12,0,22,0,46,0,0,0,0,0,3,0,4,0,9,0,22,0,0,0,6,0,5,0,16,0,26,0,54,0,12,0,5,0,21,0,24,7,42,0,110,8,18,0,16,0,33,3,37,9,57,0,177,3,18,0,38,0,101,3,51,6,69,0,294,22,33,0,82,3,128,3,45,8,87,0,404,37,39,8,112,5,119,3,37,10,103,3,484,40,29,3,123,6,155,3,39,5,56,4,474,49,27,3,164,8,136,7,27,3,48,3,480,178,45,4,326,26,285,10,47,8,104,0,1032,185,44,10,357,31,124,11,31,11,49,5,861,219,22,3,238,36,57,4,17,0,42,0,655,172,9,0,130,21,166,4,13,6,25,0,547,520,52,13,528,43,220,13,43
SED21503,7,0,0,3,0,6,0,0,0,38,0,61,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,3,0,5,0,16,0,20,0,0,0,0,0,3,0,4,3,9,0,22,0,3,0,0,0,9,0,16,0,40,0,64,0,0,0,10,0,24,0,28,4,20,0,83,3,13,0,9,0,45,0,32,5,54,4,167,5,26,0,23,0,101,0,54,9,51,0,284,23,24,3,82,3,172,3,60,8,80,0,454,33,41,3,140,12,148,9,38,7,82,0,518,50,31,4,194,18,161,7,32,8,73,0,572,64,23,7,199,25,139,7,29,12,59,3,563,215,40,9,507,61,257,17,41,15,74,7,1243,230,36,8,434,58,99,5,23,3,37,0,927,177,17,6,293,52,40,3,8,0,24,0,621,146,10,6,109,16,92,0,4,0,10,0,394,300,14,11,323,30,67,4,16
SED21608,0,0,0,0,0,0,0,0,0,15,0,19,0,0,0,0,0,3,0,0,0,8,0,17,0,3,0,3,0,0,0,6,3,6,0,26,0,0,0,0,0,3,0,5,0,3,0,12,0,4,0,4,0,3,0,6,3,16,0,44,4,4,0,7,0,13,0,14,3,22,0,69,8,14,0,10,3,29,0,31,6,62,0,161,11,15,0,34,3,70,0,43,9,60,0,256,25,32,6,111,14,160,10,48,10,75,5,491,32,53,3,210,17,149,16,34,9,52,6,571,57,35,14,232,23,161,5,28,13,37,4,614,67,28,3,272,23,120,5,16,11,26,0,563,205,26,12,479,38,204,17,21,9,40,0,1056,178,14,7,315,37,66,4,14,3,12,3,661,169,15,8,172,19,24,3,3,4,3,3,431,97,3,4,66,5,26,0,0,4,7,0,223,160,5,3,149,23,36,3,10
SED21706,3,0,0,3,0,8,0,3,0,47,0,68,0,0,0,0,0,4,0,4,0,14,0,23,0,0,0,0,0,3,0,6,0,22,0,36,0,0,0,0,0,3,0,11,0,6,0,23,0,5,0,4,4,0,0,8,0,18,0,42,3,4,0,3,0,14,0,24,3,24,0,73,8,10,0,6,0,29,0,31,0,24,0,117,11,18,3,24,3,58,0,34,3,39,0,187,11,20,4,48,3,111,4,43,7,55,0,310,21,21,3,78,4,84,3,18,0,47,0,276,26,19,0,95,7,105,3,30,0,34,0,332,43,17,0,116,6,87,6,22,0,27,0,328,142,46,4,306,18,260,8,36,6,78,0,915,164,36,6,348,31,109,10,18,4,32,0,759,202,28,0,351,42,61,3,10,0,29,0,734,202,12,7,179,23,226,4,21,0,9,0,683,867,61,10,1047,102,321,17,32
SED21805,0,0,0,0,0,3,0,0,0,12,0,26,0,0,0,0,0,0,0,3,0,10,0,20,0,0,0,0,0,3,0,3,0,7,0,21,0,0,0,0,0,0,0,4,0,8,0,15,0,0,0,0,0,3,0,11,0,26,0,39,4,3,0,4,0,22,0,20,3,22,3,78,3,13,0,18,3,44,0,37,0,41,0,161,3,19,0,43,7,101,0,43,6,47,0,269,14,25,3,100,9,207,10,61,13,64,0,507,45,40,3,225,14,231,11,34,9,55,0,665,53,38,11,260,20,194,8,29,5,34,0,657,125,28,7,313,26,211,7,22,5,28,0,770,323,35,9,624,71,285,15,40,7,42,8,1462,302,36,13,435,63,103,17,22,5,20,3,1010,211,8,6,258,41,49,0,4,0,11,0,588,156,10,3,100,13,76,3,6,8,6,0,387,250,14,4,204,25,67,0,9
SED21906,4,0,0,4,0,3,0,0,3,29,3,45,0,0,0,0,0,0,0,0,0,6,0,13,0,0,0,0,0,0,0,3,0,6,0,16,0,0,0,0,0,0,0,3,0,8,0,9,0,3,0,4,0,6,0,12,0,14,0,36,0,9,0,5,0,5,0,20,0,9,0,53,0,10,0,17,0,22,0,25,3,24,0,106,3,19,0,26,0,40,3,24,6,24,0,147,8,31,3,63,0,66,9,35,6,34,0,260,16,37,3,75,5,83,3,40,7,28,0,298,18,20,5,80,7,107,5,22,3,19,0,300,28,28,3,110,13,105,7,18,3,24,0,335,121,39,5,249,28,206,7,42,3,40,3,741,141,25,8,327,35,71,6,24,5,19,0,660,161,26,3,275,39,45,3,25,0,18,0,588,150,16,3,136,26,180,6,11,0,15,0,547,686,41,13,968,89,299,16,48
SED22005,3,3,0,3,0,0,0,0,0,84,0,99,3,0,0,0,0,3,0,3,0,16,0,33,3,4,0,0,0,6,0,22,0,29,0,72,0,0,0,0,0,3,0,15,3,20,0,44,0,4,0,0,0,14,0,35,3,57,0,115,3,11,0,7,3,45,0,39,8,71,0,187,6,16,0,13,0,87,0,58,12,111,3,310,20,36,4,40,0,170,3,86,11,117,3,489,33,57,4,109,0,245,3,88,20,148,3,714,82,44,3,176,12,233,9,63,10,127,3,773,86,26,8,188,19,172,8,39,6,110,0,659,129,35,6,205,15,180,3,36,5,98,0,707,349,56,5,411,41,294,12,47,4,122,3,1348,301,27,6,329,51,117,9,30,11,54,3,931,217,11,6,210,31,48,4,12,4,29,0,571,160,7,3,77,21,92,0,6,0,11,0,387,307,14,3,250,17,70,6,7
SED22105,4,0,0,3,0,12,0,0,0,55,0,75,0,3,0,3,0,0,0,5,0,9,0,15,0,3,0,0,0,5,0,14,3,28,0,60,0,0,0,0,0,7,0,13,0,17,0,35,0,3,0,6,0,16,0,19,3,60,0,109,4,8,0,5,0,51,4,82,10,53,3,225,7,22,0,18,3,140,3,77,10,82,0,372,12,35,0,75,3,323,3,105,10,96,3,670,37,78,5,215,20,571,13,115,23,110,0,1191,138,77,4,467,48,529,23,96,34,82,3,1497,210,46,13,532,39,463,26,53,10,68,5,1466,275,47,16,534,49,370,15,39,9,45,0,1403,893,99,26,912,146,482,22,50,14,56,3,2712,640,34,9,530,89,151,20,21,6,21,3,1522,365,10,7,247,44,62,8,8,7,12,0,764,183,11,3,86,20,68,4,8,3,0,3,400,237,7,3,168,29,56,4,4
SED22201,4,0,0,0,0,3,0,0,0,14,0,31,0,0,0,3,0,0,0,0,0,5,0,13,0,3,0,0,0,0,0,3,0,10,0,14,0,0,0,0,0,3,0,3,0,4,0,13,0,0,0,0,0,6,0,11,0,32,0,51,0,3,0,4,0,10,0,18,0,23,0,60,3,8,0,8,3,55,4,21,3,37,0,144,4,21,0,27,3,83,3,43,0,51,0,242,14,17,0,100,5,134,3,40,4,65,3,380,31,43,3,166,19,160,8,28,3,41,3,504,43,15,5,211,9,139,3,37,5,43,0,516,58,34,3,243,22,132,3,24,8,41,0,565,222,49,6,559,59,276,20,36,11,44,0,1283,252,28,7,537,56,93,7,30,5,25,0,1050,194,10,6,242,37,40,5,14,7,13,0,567,154,10,0,109,21,68,0,14,4,11,0,387,302,11,4,298,41,102,8,9
SED22305,3,0,0,0,0,8,0,14,3,114,0,142,0,0,0,0,0,3,0,7,0,28,0,44,0,0,0,0,0,5,0,23,0,47,0,76,0,0,0,0,0,8,0,15,0,26,0,48,0,10,0,4,0,20,0,43,0,182,3,263,3,10,0,4,0,70,3,70,17,122,0,299,10,18,0,17,3,159,0,112,20,167,5,515,12,33,0,49,3,306,3,120,33,174,3,741,34,54,4,130,15,418,10,104,26,200,9,1002,90,46,10,175,20,334,6,74,15,133,0,906,88,36,8,189,13,239,4,52,4,96,0,732,115,32,8,160,21,166,4,45,3,79,3,635,316,34,11,283,42,221,14,45,13,106,11,1090,209,17,3,176,24,86,5,17,0,45,0,584,126,9,0,81,14,46,0,5,3,23,0,308,63,11,0,34,8,45,0,6,0,6,0,178,99,3,5,59,4,33,3,10
SED22404,0,0,0,3,0,0,0,4,0,11,0,20,0,0,0,0,0,3,0,3,0,8,0,14,0,0,0,0,0,0,0,0,0,12,0,26,0,0,0,0,0,3,0,0,0,10,0,13,0,0,0,3,0,3,0,6,3,17,0,36,0,4,0,5,0,11,0,10,4,22,0,67,7,8,0,13,0,24,3,28,5,32,4,129,10,22,0,42,5,82,3,39,5,41,3,259,29,42,3,121,9,153,4,46,17,63,5,495,36,40,7,206,23,143,12,38,5,43,3,557,49,35,5,221,21,134,7,32,12,33,3,544,88,39,3,264,31,120,10,24,8,28,6,606,193,48,14,409,42,133,14,27,6,35,0,920,192,25,17,282,34,51,13,15,3,16,0,651,114,5,4,136,11,29,12,10,0,11,0,329,95,0,0,71,15,36,0,0,0,0,0,226,135,19,7,173,15,45,8,3
SED22501,3,0,0,4,0,0,0,0,0,12,0,21,0,0,0,0,0,5,0,0,0,3,0,10,0,0,0,3,0,7,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,7,0,8,0,4,0,6,0,3,0,6,0,3,0,18,0,0,0,0,0,7,0,16,0,7,0,32,3,7,0,11,0,16,3,11,3,11,0,58,11,8,0,15,0,29,3,33,3,22,0,129,9,22,0,64,10,76,3,35,3,44,0,269,25,32,3,123,3,103,6,26,5,44,0,367,29,34,9,165,18,133,0,26,0,33,0,448,40,24,3,211,23,135,14,25,4,36,0,517,168,62,8,600,62,291,20,45,11,54,0,1324,230,46,15,674,61,124,12,34,3,30,0,1220,249,36,15,484,41,63,9,24,10,25,0,946,229,16,5,229,22,150,5,17,8,8,0,685,543,36,8,731,67,243,18,27
SED22607,0,0,0,3,0,4,0,0,0,15,0,28,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,5,0,10,5,11,0,38,0,0,0,0,0,0,0,5,0,7,0,7,0,0,0,6,0,3,0,9,0,32,0,55,0,0,0,6,0,14,4,14,0,24,0,69,4,14,0,9,0,33,0,30,4,33,0,129,3,12,0,23,0,55,0,30,5,45,3,179,11,23,0,45,3,82,3,28,3,59,0,261,24,20,0,65,0,89,3,26,0,40,3,265,22,15,3,90,7,88,3,32,4,39,0,314,31,15,3,124,16,115,0,19,4,40,3,360,140,36,7,323,35,241,5,33,7,58,0,889,173,35,8,410,49,86,13,24,5,22,3,824,185,22,10,309,36,63,5,7,3,23,0,663,201,11,8,207,39,164,7,10,8,15,0,662,753,54,9,850,103,245,14,39
SED22704,4,0,0,0,0,3,0,3,0,12,0,21,4,0,0,0,0,3,0,0,0,10,0,19,7,0,0,3,0,5,0,0,0,8,3,18,0,0,0,0,0,3,3,0,0,13,0,14,7,5,0,3,0,5,0,9,0,26,0,59,4,11,0,12,0,12,0,14,8,24,0,80,18,9,0,10,0,34,0,27,3,56,0,153,27,26,7,51,6,85,3,42,7,54,0,304,43,38,5,99,10,174,7,58,6,93,4,532,45,30,8,180,17,185,9,38,10,54,0,572,46,26,9,222,21,154,9,16,17,43,3,564,86,24,4,212,22,139,12,19,8,28,0,555,235,37,4,361,47,160,16,28,11,23,9,928,217,21,5,280,46,60,8,11,0,13,0,660,144,8,3,121,20,30,3,3,3,3,0,334,76,4,4,48,6,33,0,3,0,0,0,184,142,5,4,115,9,29,6,4
SED22802,0,0,3,3,0,3,0,0,0,5,0,13,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,4,0,7,0,0,0,14,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,3,0,3,0,7,0,13,0,22,3,0,0,6,0,6,0,21,0,15,3,54,3,7,0,12,0,26,0,18,3,23,0,91,3,14,0,38,5,70,0,36,4,33,3,212,19,26,5,108,9,162,5,30,5,65,4,428,47,41,7,266,12,184,3,33,11,33,0,629,42,24,0,276,30,177,9,25,9,52,3,657,76,26,4,287,22,155,9,17,6,39,3,653,264,48,16,600,82,296,15,37,9,46,0,1407,266,30,10,486,45,113,11,23,3,20,0,1012,217,15,8,244,18,52,4,12,0,3,3,576,117,4,0,132,15,56,3,6,7,6,0,350,226,5,8,240,14,90,3,10
SED22901,0,0,0,4,0,3,0,0,0,26,0,30,0,0,0,0,0,0,0,3,0,8,0,11,0,0,0,0,0,3,0,3,0,14,0,23,0,0,0,0,0,3,0,9,0,0,0,16,0,3,0,0,0,7,0,11,0,23,0,47,0,8,0,3,0,23,0,30,3,19,0,89,0,11,0,15,0,40,0,35,3,39,0,149,3,25,0,31,3,71,3,61,3,42,3,237,15,29,3,74,10,176,5,51,9,70,3,445,35,34,8,176,10,203,4,49,7,69,0,589,51,24,0,175,16,177,9,29,3,63,0,559,79,31,3,225,24,173,6,40,3,50,0,636,263,42,6,481,53,263,13,51,17,69,0,1259,273,32,3,413,55,96,13,27,12,34,0,958,203,25,0,263,28,54,7,19,3,20,4,611,156,9,0,125,20,81,0,5,3,4,3,417,333,13,3,288,28,117,5,11
SED23007,6,0,0,0,0,3,0,0,0,79,0,95,0,0,0,0,0,4,0,5,0,18,0,35,0,3,0,5,0,4,0,18,0,32,0,67,0,0,0,0,0,9,0,26,4,30,0,66,0,0,0,3,0,12,0,23,6,83,0,132,7,7,0,12,0,47,0,68,11,66,0,207,5,23,0,9,3,97,0,79,12,110,6,349,9,28,0,39,0,181,5,93,13,110,4,476,14,52,3,102,8,253,10,81,22,124,8,671,65,42,4,140,12,220,10,63,8,112,4,674,60,37,9,152,16,194,10,43,3,95,0,616,100,31,3,158,22,146,3,40,6,71,3,582,287,53,3,328,42,265,10,47,15,90,5,1139,209,32,5,312,54,109,8,21,6,45,0,808,175,20,5,220,35,44,3,15,0,31,3,560,141,8,0,84,27,89,7,7,4,13,0,367,271,23,9,220,43,71,9,8
SED23101,3,0,0,0,0,0,0,3,0,44,0,55,0,0,0,0,0,0,0,7,0,5,0,15,0,0,0,4,0,3,0,10,0,12,0,32,0,0,0,0,0,0,0,9,0,14,0,27,0,4,0,3,0,14,0,12,0,26,0,59,0,14,0,3,0,19,3,27,3,15,0,85,7,20,0,11,0,53,3,40,3,36,0,170,16,24,0,23,3,107,0,55,5,50,0,285,21,30,0,80,3,151,4,49,5,86,0,426,39,44,3,124,7,142,10,41,4,49,0,475,47,27,0,132,11,178,3,31,3,61,0,488,67,34,3,163,10,166,7,18,8,53,0,531,216,49,5,441,35,316,12,41,9,63,3,1200,253,31,8,482,33,126,12,34,0,66,4,1046,218,22,5,280,34,43,10,13,0,37,0,660,224,10,0,121,17,128,3,5,3,15,0,543,455,28,4,455,40,156,3,18
SED23205,3,0,0,3,0,0,0,0,0,22,0,32,0,0,0,0,0,4,0,3,0,3,0,8,0,0,0,3,0,0,0,9,0,15,0,27,0,0,0,0,0,4,0,3,0,4,0,11,0,3,0,0,0,6,0,8,0,18,0,38,0,4,0,3,0,11,0,16,0,24,0,59,4,6,0,13,0,30,0,24,0,50,0,130,5,17,0,35,0,83,0,42,10,54,0,254,14,29,0,83,11,166,0,54,14,74,4,451,29,32,0,143,20,166,6,29,9,55,0,492,38,23,7,178,19,156,5,23,7,40,0,503,62,22,10,193,17,124,5,21,3,40,0,487,193,35,7,427,48,191,17,29,7,47,0,1002,183,16,4,364,34,90,10,22,3,15,0,743,151,18,8,168,20,36,12,4,0,9,0,431,102,0,3,89,12,51,3,0,0,6,0,263,185,12,3,201,29,65,5,9
SED23308,4,0,0,5,0,3,0,0,0,4,0,16,0,0,4,0,0,0,0,3,0,6,0,16,0,0,0,0,0,0,0,3,3,7,0,12,0,0,0,3,0,0,0,3,0,3,0,10,0,3,0,3,0,5,0,12,3,20,0,45,3,3,0,0,0,13,0,20,3,32,3,71,6,6,0,10,0,40,0,21,0,51,0,145,3,8,0,24,0,61,3,41,8,51,0,195,8,24,0,73,9,131,9,57,4,64,0,383,20,33,4,138,12,116,11,31,3,45,0,419,34,31,0,163,19,129,5,23,3,31,0,447,54,26,8,215,24,108,3,9,3,28,0,485,161,40,8,504,49,194,17,25,12,40,5,1044,174,25,8,349,46,57,6,18,0,10,3,699,143,17,11,232,36,24,3,6,0,11,0,487,85,3,7,91,19,58,4,12,4,3,0,285,201,16,3,341,37,90,4,13
SED23402,5,0,0,5,0,3,0,0,0,24,0,44,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,4,0,7,0,14,0,26,0,0,0,0,0,3,0,4,0,8,0,15,0,3,0,0,0,5,0,14,0,25,0,49,0,5,0,6,0,11,0,28,3,19,0,69,7,13,0,6,0,42,0,31,3,39,0,144,7,17,0,38,7,108,6,36,3,53,3,274,16,36,3,115,11,235,11,67,8,50,3,547,57,43,5,209,29,256,7,46,8,42,0,707,66,36,6,278,25,199,6,38,7,28,5,693,111,34,0,345,26,226,11,21,4,35,4,822,342,56,6,698,69,292,18,38,14,34,3,1554,334,32,14,558,47,111,12,19,11,17,0,1161,268,16,3,303,42,53,11,4,3,4,0,703,201,7,6,130,7,104,8,3,3,8,0,473,408,15,9,359,32,121,10,8
SED23502,10,0,0,0,0,0,0,0,0,6,0,19,3,0,0,0,0,0,0,3,0,3,0,10,0,5,0,3,0,0,0,5,0,9,0,22,0,0,0,0,0,0,0,3,0,5,0,13,0,0,0,4,0,4,0,9,0,27,0,48,0,6,0,4,0,11,3,22,0,16,0,70,13,18,3,11,4,41,3,35,5,60,0,190,13,26,6,52,0,68,4,54,3,62,0,295,31,41,4,137,12,158,10,50,9,65,5,519,61,29,3,214,19,122,14,49,14,42,3,567,55,29,3,237,17,101,13,16,4,35,0,514,74,26,4,201,16,77,11,7,5,21,0,441,147,24,6,321,56,103,17,27,10,27,0,744,136,24,7,187,24,22,8,13,3,11,0,449,83,11,3,76,10,9,3,0,0,10,0,212,60,0,0,41,6,20,0,0,3,0,0,139,76,5,0,83,10,20,8,6
SED23602,9,0,0,3,0,0,0,0,0,8,0,29,3,0,0,0,0,0,0,0,3,4,0,8,3,0,0,4,0,0,0,0,0,15,0,18,3,0,0,0,0,0,0,0,0,7,0,8,7,0,0,3,0,6,0,22,0,22,0,63,8,10,0,11,0,17,0,21,0,22,0,91,10,10,0,21,0,32,3,27,0,48,0,151,18,22,3,51,5,84,3,41,13,51,3,292,39,41,11,120,4,131,9,53,9,57,7,478,58,30,10,178,18,133,11,20,14,42,3,509,58,20,3,197,13,104,14,19,3,30,3,473,80,28,3,211,21,92,11,16,3,24,4,482,156,34,10,329,38,146,12,13,14,18,3,769,146,23,3,245,30,41,7,9,3,8,3,525,105,6,5,111,10,30,0,11,0,3,3,283,51,3,0,59,13,48,0,3,3,4,0,182,130,6,5,132,15,50,7,6
SED23702,3,0,0,0,0,6,0,0,0,10,0,29,0,0,0,0,0,0,0,3,0,9,0,16,0,0,0,0,0,3,0,4,0,7,0,16,0,0,0,3,0,0,0,4,0,3,0,7,0,3,0,0,0,0,0,6,0,14,0,33,3,6,0,12,0,7,0,16,0,20,4,71,5,11,0,17,5,24,0,27,4,36,0,134,11,11,3,33,6,79,3,47,10,44,0,244,21,38,5,125,7,171,0,63,9,61,0,494,34,45,10,253,18,201,11,41,5,54,4,671,46,32,3,312,33,181,6,46,12,60,0,733,92,29,12,361,21,174,9,29,4,32,0,770,298,52,14,683,67,248,20,37,13,39,3,1480,304,35,5,520,54,107,12,19,4,19,0,1086,229,22,3,226,22,59,12,4,3,8,0,594,152,5,0,100,21,62,4,3,7,4,0,359,243,7,9,232,17,71,5,9
SED23806,5,0,0,3,0,4,0,0,0,27,0,40,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,4,0,3,0,6,0,6,0,12,0,0,0,0,0,4,0,6,0,0,0,9,0,0,0,0,0,6,0,4,0,17,0,29,0,0,0,3,0,7,0,10,3,21,0,49,3,4,0,4,0,12,0,14,0,24,0,64,8,8,0,11,3,39,0,15,0,26,0,114,8,20,0,27,0,61,0,23,0,33,0,175,20,10,3,37,0,56,3,15,0,42,0,194,21,7,3,48,0,60,4,14,3,21,0,189,33,14,0,69,3,81,3,23,3,18,0,249,69,26,5,156,24,205,5,24,10,49,0,574,109,39,5,234,22,74,3,23,0,29,0,531,124,23,4,181,29,50,4,17,0,14,0,450,149,15,3,138,25,277,0,12,3,22,0,647,954,84,14,1346,132,500,32,75
SED23901,7,0,0,3,0,3,0,3,0,33,0,47,0,0,0,0,0,0,0,3,0,12,0,14,0,0,0,0,0,0,0,8,0,13,0,18,0,0,0,0,0,0,0,5,0,11,0,18,0,0,0,3,0,3,0,14,0,28,0,46,3,8,0,8,0,11,0,34,3,24,0,83,3,3,0,16,4,32,3,31,0,36,3,131,6,10,0,13,3,68,3,35,3,41,0,176,9,34,0,60,10,124,4,30,0,68,4,344,34,21,0,79,6,115,0,35,10,60,0,364,24,35,3,138,5,128,4,24,3,52,0,412,33,27,3,148,10,128,6,25,3,60,0,441,151,48,10,413,39,302,18,37,3,69,3,1088,210,24,9,449,45,114,16,29,6,29,3,937,206,13,3,332,47,66,8,18,3,17,0,705,157,18,3,165,29,175,3,18,3,12,0,585,598,44,7,785,79,214,13,28
